Test-focused sweep: runs=10000 / candidates=77616 (epochs=3, split_strategy=random, seed=42, split=70/15/15, train_max_samples=50000)
[2376/10000] small2 hidden=128,64                   bs=4096 lr=0.002  do=0.2  wd=0.0001 test_rmse=3.0312  test_acc=6.09%  (3.32s)
[2377/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.0025 do=0.05 wd=1e-06  test_rmse=0.9634  test_acc=59.34%  (6.25s)
[2378/10000] base3  hidden=256,128,64               bs=8192 lr=0.004  do=0.05 wd=0.0001 test_rmse=1.7187  test_acc=15.30%  (3.5s)
[2379/10000] base3  hidden=256,128,64               bs=2048 lr=0.001  do=0.3  wd=0.0    test_rmse=1.1264  test_acc=61.76%  (3.26s)
[2380/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.004  do=0.3  wd=1e-05  test_rmse=0.6766  test_acc=67.32%  (4.42s)
[2381/10000] wide2  hidden=512,256                  bs=2048 lr=0.001  do=0.15 wd=0.0    test_rmse=1.8908  test_acc=55.15%  (3.41s)
[2382/10000] small2 hidden=128,64                   bs=4096 lr=0.0007 do=0.0  wd=0.0005 test_rmse=5.1963  test_acc=0.06%  (3.11s)
[2383/10000] small2 hidden=128,64                   bs=8192 lr=0.001  do=0.2  wd=0.0001 test_rmse=7.3051  test_acc=0.09%  (3.22s)
[2384/10000] tiny2  hidden=64,32                    bs=2048 lr=0.0005 do=0.2  wd=0.0005 test_rmse=8.3990  test_acc=0.03%  (2.59s)
[2385/10000] small2 hidden=128,64                   bs=8192 lr=0.002  do=0.1  wd=0.005  test_rmse=4.5631  test_acc=0.00%  (3.59s)
[2386/10000] small2 hidden=128,64                   bs=1024 lr=0.004  do=0.0  wd=0.0001 test_rmse=0.6343  test_acc=72.85%  (2.63s)
[2387/10000] deep4  hidden=512,256,128,64           bs=2048 lr=0.0005 do=0.0  wd=1e-05  test_rmse=2.2790  test_acc=24.35%  (3.55s)
[2388/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.004  do=0.15 wd=0.005  test_rmse=1.3261  test_acc=35.22%  (5.94s)
[2389/10000] deep4  hidden=512,256,128,64           bs=2048 lr=0.002  do=0.0  wd=0.001  test_rmse=0.7790  test_acc=68.63%  (3.4s)
[2390/10000] tiny2  hidden=64,32                    bs=8192 lr=0.002  do=0.1  wd=0.0005 test_rmse=6.2427  test_acc=0.30%  (2.91s)
[2391/10000] wide3  hidden=512,256,128              bs=1024 lr=0.002  do=0.0  wd=0.0005 test_rmse=0.6917  test_acc=72.16%  (3.22s)
[2392/10000] small2 hidden=128,64                   bs=4096 lr=0.001  do=0.02 wd=0.005  test_rmse=4.7179  test_acc=0.37%  (2.91s)
[2393/10000] big3   hidden=1024,512,256             bs=8192 lr=0.002  do=0.0  wd=0.001  test_rmse=2.6173  test_acc=15.45%  (4.72s)
[2394/10000] small2 hidden=128,64                   bs=1024 lr=0.003  do=0.0  wd=0.0001 test_rmse=0.6168  test_acc=72.41%  (2.3s)
[2395/10000] small3 hidden=128,64,32                bs=8192 lr=0.003  do=0.0  wd=0.0001 test_rmse=3.8397  test_acc=2.43%  (2.98s)
[2396/10000] big4   hidden=1024,512,256,128         bs=2048 lr=0.0015 do=0.05 wd=0.005  test_rmse=0.9006  test_acc=69.47%  (5.49s)
[2397/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.003  do=0.1  wd=0.005  test_rmse=6.5365  test_acc=0.15%  (5.65s)
[2398/10000] tiny2  hidden=64,32                    bs=2048 lr=0.003  do=0.0  wd=0.001  test_rmse=1.4789  test_acc=23.30%  (2.2s)
[2399/10000] small3 hidden=128,64,32                bs=1024 lr=0.0007 do=0.02 wd=0.0005 test_rmse=1.5122  test_acc=44.82%  (2.5s)
[2400/10000] base2  hidden=256,128                  bs=1024 lr=0.0025 do=0.3  wd=0.0    test_rmse=0.6928  test_acc=73.25%  (2.79s)
[2401/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.0005 do=0.15 wd=1e-06  test_rmse=1.5423  test_acc=60.34%  (5.77s)
[2402/10000] base3  hidden=256,128,64               bs=2048 lr=0.002  do=0.0  wd=0.005  test_rmse=1.3022  test_acc=54.68%  (2.97s)
[2403/10000] wide2  hidden=512,256                  bs=4096 lr=0.0025 do=0.0  wd=1e-06  test_rmse=1.5565  test_acc=0.00%  (3.51s)
[2404/10000] big3   hidden=1024,512,256             bs=1024 lr=0.0007 do=0.05 wd=0.0    test_rmse=0.9351  test_acc=65.09%  (5.33s)
[2405/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.0005 do=0.02 wd=0.0005 test_rmse=2.3300  test_acc=0.00%  (5.81s)
[2406/10000] tiny2  hidden=64,32                    bs=4096 lr=0.003  do=0.02 wd=1e-06  test_rmse=2.5363  test_acc=11.22%  (3.11s)
[2407/10000] wide3  hidden=512,256,128              bs=1024 lr=0.0003 do=0.05 wd=0.0005 test_rmse=1.2132  test_acc=65.37%  (4.04s)
[2408/10000] base3  hidden=256,128,64               bs=2048 lr=0.0015 do=0.3  wd=0.005  test_rmse=1.0388  test_acc=63.65%  (3.03s)
[2409/10000] wide3  hidden=512,256,128              bs=4096 lr=0.0005 do=0.3  wd=1e-06  test_rmse=2.6068  test_acc=9.49%  (4.0s)
[2410/10000] small2 hidden=128,64                   bs=4096 lr=0.002  do=0.2  wd=0.0001 test_rmse=2.1297  test_acc=13.38%  (3.12s)
[2411/10000] base3  hidden=256,128,64               bs=4096 lr=0.002  do=0.0  wd=0.0001 test_rmse=1.3527  test_acc=27.34%  (3.39s)
[2412/10000] big4   hidden=1024,512,256,128         bs=1024 lr=0.0003 do=0.3  wd=1e-06  test_rmse=1.3144  test_acc=62.20%  (6.8s)
[2413/10000] wide2  hidden=512,256                  bs=4096 lr=0.0015 do=0.3  wd=0.005  test_rmse=2.2262  test_acc=18.81%  (3.74s)
[2414/10000] small3 hidden=128,64,32                bs=8192 lr=0.003  do=0.02 wd=0.0    test_rmse=3.9032  test_acc=2.23%  (3.26s)
[2415/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.0003 do=0.15 wd=0.0    test_rmse=2.0589  test_acc=46.80%  (4.29s)
[2416/10000] wide2  hidden=512,256                  bs=4096 lr=0.002  do=0.0  wd=1e-05  test_rmse=2.3366  test_acc=35.72%  (3.64s)
[2417/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.004  do=0.2  wd=1e-06  test_rmse=11.9600  test_acc=0.00%  (6.07s)
[2418/10000] small3 hidden=128,64,32                bs=2048 lr=0.0007 do=0.15 wd=0.0005 test_rmse=2.1361  test_acc=14.12%  (2.62s)
[2419/10000] big5   hidden=1024,512,256,128,64      bs=1024 lr=0.001  do=0.3  wd=0.001  test_rmse=1.4000  test_acc=32.81%  (6.15s)
[2420/10000] small3 hidden=128,64,32                bs=4096 lr=0.003  do=0.3  wd=0.0005 test_rmse=2.1060  test_acc=22.92%  (3.17s)
[2421/10000] small2 hidden=128,64                   bs=8192 lr=0.004  do=0.3  wd=0.0005 test_rmse=3.0306  test_acc=1.45%  (3.07s)
[2422/10000] tiny2  hidden=64,32                    bs=4096 lr=0.0003 do=0.05 wd=0.001  test_rmse=12.5572  test_acc=0.00%  (2.89s)
[2423/10000] wide2  hidden=512,256                  bs=2048 lr=0.0025 do=0.05 wd=0.0    test_rmse=0.8036  test_acc=68.28%  (3.55s)
[2424/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.0003 do=0.3  wd=0.0    test_rmse=4.4231  test_acc=2.12%  (5.74s)
[2425/10000] tiny2  hidden=64,32                    bs=8192 lr=0.002  do=0.15 wd=0.0001 test_rmse=6.2217  test_acc=0.27%  (2.86s)
[2426/10000] base2  hidden=256,128                  bs=1024 lr=0.0003 do=0.1  wd=0.005  test_rmse=1.5472  test_acc=36.85%  (2.66s)
[2427/10000] small3 hidden=128,64,32                bs=1024 lr=0.002  do=0.3  wd=1e-05  test_rmse=1.0556  test_acc=61.06%  (2.51s)
[2428/10000] small2 hidden=128,64                   bs=8192 lr=0.002  do=0.2  wd=0.005  test_rmse=4.8141  test_acc=0.33%  (2.9s)
[2429/10000] tiny2  hidden=64,32                    bs=8192 lr=0.002  do=0.1  wd=0.0    test_rmse=8.1632  test_acc=0.03%  (2.86s)
[2430/10000] tiny2  hidden=64,32                    bs=1024 lr=0.0015 do=0.02 wd=0.0005 test_rmse=0.9678  test_acc=63.80%  (2.19s)
[2431/10000] big3   hidden=1024,512,256             bs=4096 lr=0.003  do=0.05 wd=0.0001 test_rmse=1.9727  test_acc=19.27%  (5.49s)
[2432/10000] small2 hidden=128,64                   bs=8192 lr=0.002  do=0.0  wd=0.005  test_rmse=4.6687  test_acc=0.00%  (2.93s)
[2433/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.0015 do=0.05 wd=0.0001 test_rmse=0.9206  test_acc=70.88%  (5.66s)
[2434/10000] small3 hidden=128,64,32                bs=4096 lr=0.0025 do=0.2  wd=0.0001 test_rmse=1.8660  test_acc=11.91%  (2.96s)
[2435/10000] tiny2  hidden=64,32                    bs=4096 lr=0.002  do=0.02 wd=0.001  test_rmse=3.4747  test_acc=0.00%  (2.77s)
[2436/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.0015 do=0.02 wd=0.0005 test_rmse=1.5660  test_acc=9.66%  (5.81s)
[2437/10000] wide2  hidden=512,256                  bs=4096 lr=0.0003 do=0.05 wd=0.001  test_rmse=3.4836  test_acc=0.00%  (3.72s)
[2438/10000] big3   hidden=1024,512,256             bs=4096 lr=0.0005 do=0.15 wd=1e-05  test_rmse=1.7531  test_acc=28.36%  (6.6s)
[2439/10000] base2  hidden=256,128                  bs=8192 lr=0.0015 do=0.02 wd=0.0001 test_rmse=2.9784  test_acc=0.14%  (3.75s)
[2440/10000] wide2  hidden=512,256                  bs=1024 lr=0.001  do=0.15 wd=0.0001 test_rmse=1.0759  test_acc=71.43%  (4.18s)
[2441/10000] wide2  hidden=512,256                  bs=8192 lr=0.0005 do=0.2  wd=0.005  test_rmse=3.5481  test_acc=5.74%  (4.09s)
[2442/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.0007 do=0.1  wd=0.001  test_rmse=1.5065  test_acc=62.14%  (4.43s)
[2443/10000] wide2  hidden=512,256                  bs=8192 lr=0.002  do=0.15 wd=1e-06  test_rmse=2.8368  test_acc=21.24%  (4.14s)
[2444/10000] big3   hidden=1024,512,256             bs=8192 lr=0.004  do=0.1  wd=1e-05  test_rmse=1.4682  test_acc=46.35%  (6.07s)
[2445/10000] base2  hidden=256,128                  bs=2048 lr=0.0003 do=0.1  wd=1e-05  test_rmse=3.0205  test_acc=1.00%  (3.1s)
[2446/10000] wide3  hidden=512,256,128              bs=8192 lr=0.0005 do=0.15 wd=0.0    test_rmse=4.2543  test_acc=0.00%  (4.38s)
[2447/10000] tiny2  hidden=64,32                    bs=8192 lr=0.0025 do=0.05 wd=1e-06  test_rmse=7.0271  test_acc=0.17%  (2.97s)
[2448/10000] base2  hidden=256,128                  bs=4096 lr=0.0007 do=0.05 wd=0.0005 test_rmse=2.8576  test_acc=1.39%  (3.36s)
[2449/10000] small2 hidden=128,64                   bs=2048 lr=0.004  do=0.1  wd=0.0001 test_rmse=0.8416  test_acc=61.45%  (2.83s)
[2450/10000] base2  hidden=256,128                  bs=4096 lr=0.003  do=0.15 wd=0.0001 test_rmse=1.4019  test_acc=40.29%  (3.57s)
[2451/10000] small3 hidden=128,64,32                bs=2048 lr=0.0005 do=0.0  wd=0.0    test_rmse=3.0431  test_acc=3.59%  (2.82s)
[2452/10000] wide3  hidden=512,256,128              bs=2048 lr=0.0015 do=0.3  wd=0.0001 test_rmse=0.9869  test_acc=69.03%  (4.09s)
[2453/10000] big4   hidden=1024,512,256,128         bs=2048 lr=0.0003 do=0.1  wd=0.005  test_rmse=1.4441  test_acc=62.48%  (5.95s)
[2454/10000] wide2  hidden=512,256                  bs=2048 lr=0.0007 do=0.05 wd=1e-06  test_rmse=1.1742  test_acc=59.74%  (3.41s)
[2455/10000] base3  hidden=256,128,64               bs=1024 lr=0.0005 do=0.02 wd=1e-06  test_rmse=0.9895  test_acc=65.28%  (2.94s)
[2456/10000] small2 hidden=128,64                   bs=1024 lr=0.002  do=0.05 wd=1e-06  test_rmse=0.7087  test_acc=71.61%  (2.69s)
[2457/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.003  do=0.15 wd=1e-05  test_rmse=0.6839  test_acc=67.88%  (4.68s)
[2458/10000] big3   hidden=1024,512,256             bs=1024 lr=0.0003 do=0.2  wd=0.0005 test_rmse=1.7524  test_acc=59.50%  (6.58s)
[2459/10000] big5   hidden=1024,512,256,128,64      bs=1024 lr=0.0003 do=0.02 wd=1e-06  test_rmse=1.1746  test_acc=69.79%  (7.11s)
[2460/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.0007 do=0.0  wd=0.005  test_rmse=1.1491  test_acc=70.04%  (4.03s)
[2461/10000] wide2  hidden=512,256                  bs=2048 lr=0.0015 do=0.05 wd=0.005  test_rmse=0.9120  test_acc=71.12%  (4.03s)
[2462/10000] small2 hidden=128,64                   bs=4096 lr=0.004  do=0.02 wd=0.001  test_rmse=1.5382  test_acc=41.90%  (3.33s)
[2463/10000] wide3  hidden=512,256,128              bs=2048 lr=0.001  do=0.3  wd=1e-06  test_rmse=1.1834  test_acc=64.72%  (4.16s)
[2464/10000] base3  hidden=256,128,64               bs=4096 lr=0.001  do=0.2  wd=0.001  test_rmse=2.0310  test_acc=17.00%  (4.7s)
[2465/10000] deep4  hidden=512,256,128,64           bs=4096 lr=0.0005 do=0.1  wd=0.0005 test_rmse=3.1383  test_acc=7.17%  (5.0s)
[2466/10000] big3   hidden=1024,512,256             bs=4096 lr=0.0003 do=0.0  wd=0.0001 test_rmse=2.2296  test_acc=19.42%  (4.93s)
[2467/10000] small3 hidden=128,64,32                bs=1024 lr=0.0005 do=0.2  wd=0.001  test_rmse=1.3693  test_acc=56.17%  (2.74s)
[2468/10000] base3  hidden=256,128,64               bs=4096 lr=0.0015 do=0.1  wd=0.0    test_rmse=1.6731  test_acc=36.29%  (3.82s)
[2469/10000] base3  hidden=256,128,64               bs=4096 lr=0.003  do=0.1  wd=0.0001 test_rmse=1.3038  test_acc=40.93%  (3.58s)
[2470/10000] big3   hidden=1024,512,256             bs=8192 lr=0.004  do=0.02 wd=0.001  test_rmse=1.5190  test_acc=39.55%  (6.06s)
[2471/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.004  do=0.02 wd=1e-05  test_rmse=1.0521  test_acc=46.20%  (6.08s)
[2472/10000] wide3  hidden=512,256,128              bs=1024 lr=0.002  do=0.02 wd=0.0005 test_rmse=0.5794  test_acc=74.13%  (3.72s)
[2473/10000] base2  hidden=256,128                  bs=8192 lr=0.0005 do=0.2  wd=0.0001 test_rmse=8.9061  test_acc=0.01%  (3.3s)
[2474/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.0015 do=0.15 wd=0.005  test_rmse=0.9207  test_acc=72.26%  (3.84s)
[2475/10000] small3 hidden=128,64,32                bs=8192 lr=0.0007 do=0.02 wd=0.001  test_rmse=11.4923  test_acc=0.00%  (3.06s)
[2476/10000] base3  hidden=256,128,64               bs=2048 lr=0.0005 do=0.2  wd=1e-06  test_rmse=1.6556  test_acc=38.34%  (3.15s)
[2477/10000] tiny2  hidden=64,32                    bs=2048 lr=0.001  do=0.0  wd=1e-05  test_rmse=3.0271  test_acc=4.17%  (2.54s)
[2478/10000] small2 hidden=128,64                   bs=4096 lr=0.0025 do=0.0  wd=1e-06  test_rmse=1.9865  test_acc=0.00%  (2.89s)
[2479/10000] big4   hidden=1024,512,256,128         bs=2048 lr=0.001  do=0.3  wd=0.0005 test_rmse=1.6117  test_acc=58.28%  (6.19s)
[2480/10000] small3 hidden=128,64,32                bs=4096 lr=0.004  do=0.15 wd=0.0005 test_rmse=1.3968  test_acc=14.34%  (3.22s)
[2481/10000] small2 hidden=128,64                   bs=4096 lr=0.003  do=0.05 wd=1e-05  test_rmse=1.6429  test_acc=30.07%  (2.92s)
[2482/10000] small2 hidden=128,64                   bs=4096 lr=0.0003 do=0.02 wd=1e-05  test_rmse=10.4758  test_acc=0.00%  (2.9s)
[2483/10000] small3 hidden=128,64,32                bs=8192 lr=0.0007 do=0.05 wd=0.0001 test_rmse=11.4826  test_acc=0.00%  (3.1s)
[2484/10000] base2  hidden=256,128                  bs=2048 lr=0.001  do=0.2  wd=0.0    test_rmse=1.2789  test_acc=54.16%  (2.79s)
[2485/10000] tiny2  hidden=64,32                    bs=8192 lr=0.0003 do=0.1  wd=1e-06  test_rmse=12.9252  test_acc=0.00%  (2.9s)
[2486/10000] big3   hidden=1024,512,256             bs=8192 lr=0.0003 do=0.3  wd=0.0005 test_rmse=5.0745  test_acc=0.00%  (5.76s)
[2487/10000] tiny2  hidden=64,32                    bs=1024 lr=0.001  do=0.02 wd=0.005  test_rmse=1.8570  test_acc=15.11%  (2.46s)
[2488/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.002  do=0.2  wd=0.001  test_rmse=1.7963  test_acc=20.68%  (6.21s)
[2489/10000] base2  hidden=256,128                  bs=2048 lr=0.0003 do=0.05 wd=0.0001 test_rmse=2.6285  test_acc=0.91%  (3.31s)
[2490/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.001  do=0.0  wd=1e-06  test_rmse=1.0336  test_acc=58.96%  (5.6s)
[2491/10000] deep4  hidden=512,256,128,64           bs=2048 lr=0.001  do=0.02 wd=0.005  test_rmse=1.0358  test_acc=65.35%  (3.82s)
[2492/10000] base2  hidden=256,128                  bs=2048 lr=0.001  do=0.05 wd=0.0    test_rmse=1.1596  test_acc=41.47%  (2.89s)
[2493/10000] deep4  hidden=512,256,128,64           bs=4096 lr=0.0005 do=0.2  wd=1e-06  test_rmse=3.4858  test_acc=6.25%  (4.05s)
[2494/10000] wide3  hidden=512,256,128              bs=1024 lr=0.0025 do=0.02 wd=0.005  test_rmse=0.5847  test_acc=74.14%  (3.71s)
[2495/10000] wide3  hidden=512,256,128              bs=2048 lr=0.0007 do=0.3  wd=0.0001 test_rmse=2.1886  test_acc=51.12%  (3.54s)
[2496/10000] tiny2  hidden=64,32                    bs=4096 lr=0.002  do=0.15 wd=0.0001 test_rmse=3.3446  test_acc=0.03%  (2.82s)
[2497/10000] small3 hidden=128,64,32                bs=8192 lr=0.002  do=0.3  wd=1e-06  test_rmse=4.4877  test_acc=0.00%  (3.02s)
[2498/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.004  do=0.3  wd=0.0001 test_rmse=0.6756  test_acc=67.46%  (3.89s)
[2499/10000] base2  hidden=256,128                  bs=1024 lr=0.004  do=0.2  wd=0.001  test_rmse=0.7002  test_acc=72.43%  (2.68s)
[2500/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.0003 do=0.2  wd=0.001  test_rmse=1.2272  test_acc=67.04%  (3.92s)
[2501/10000] base3  hidden=256,128,64               bs=8192 lr=0.0007 do=0.05 wd=0.0    test_rmse=8.5267  test_acc=0.02%  (3.29s)
[2502/10000] wide2  hidden=512,256                  bs=8192 lr=0.0003 do=0.0  wd=1e-06  test_rmse=7.2863  test_acc=0.08%  (3.42s)
[2503/10000] base3  hidden=256,128,64               bs=4096 lr=0.003  do=0.3  wd=0.0001 test_rmse=1.7919  test_acc=33.57%  (3.22s)
[2504/10000] base3  hidden=256,128,64               bs=1024 lr=0.0025 do=0.05 wd=0.005  test_rmse=0.6489  test_acc=73.72%  (2.99s)
[2505/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.0005 do=0.3  wd=0.0    test_rmse=1.5025  test_acc=47.56%  (6.12s)
[2506/10000] base2  hidden=256,128                  bs=8192 lr=0.001  do=0.0  wd=0.0    test_rmse=4.9793  test_acc=0.00%  (3.11s)
[2507/10000] wide3  hidden=512,256,128              bs=4096 lr=0.0015 do=0.1  wd=0.005  test_rmse=1.9216  test_acc=32.26%  (4.01s)
[2508/10000] small3 hidden=128,64,32                bs=8192 lr=0.004  do=0.0  wd=0.0005 test_rmse=3.1845  test_acc=0.00%  (2.95s)
[2509/10000] small2 hidden=128,64                   bs=8192 lr=0.002  do=0.2  wd=1e-05  test_rmse=4.3052  test_acc=0.00%  (3.05s)
[2510/10000] small2 hidden=128,64                   bs=1024 lr=0.003  do=0.02 wd=1e-05  test_rmse=0.8316  test_acc=68.48%  (2.4s)
[2511/10000] base3  hidden=256,128,64               bs=1024 lr=0.0005 do=0.3  wd=0.0001 test_rmse=1.0741  test_acc=65.74%  (3.01s)
[2512/10000] wide2  hidden=512,256                  bs=2048 lr=0.0025 do=0.15 wd=0.0001 test_rmse=0.8217  test_acc=68.44%  (3.38s)
[2513/10000] big4   hidden=1024,512,256,128         bs=8192 lr=0.001  do=0.15 wd=0.001  test_rmse=3.1545  test_acc=0.00%  (5.88s)
[2514/10000] tiny2  hidden=64,32                    bs=4096 lr=0.0003 do=0.2  wd=0.005  test_rmse=12.2859  test_acc=0.00%  (3.2s)
[2515/10000] wide2  hidden=512,256                  bs=2048 lr=0.0015 do=0.3  wd=0.001  test_rmse=1.6767  test_acc=49.62%  (3.53s)
[2516/10000] base3  hidden=256,128,64               bs=8192 lr=0.0003 do=0.1  wd=0.0001 test_rmse=11.8712  test_acc=0.00%  (3.58s)
[2517/10000] big4   hidden=1024,512,256,128         bs=8192 lr=0.0015 do=0.1  wd=0.005  test_rmse=2.3549  test_acc=14.74%  (5.83s)
[2518/10000] deep4  hidden=512,256,128,64           bs=4096 lr=0.002  do=0.02 wd=1e-06  test_rmse=1.3765  test_acc=54.94%  (4.23s)
[2519/10000] big4   hidden=1024,512,256,128         bs=4096 lr=0.001  do=0.15 wd=0.0001 test_rmse=1.3470  test_acc=59.43%  (5.8s)
[2520/10000] wide2  hidden=512,256                  bs=4096 lr=0.0015 do=0.1  wd=1e-05  test_rmse=2.2351  test_acc=11.03%  (3.65s)
[2521/10000] wide3  hidden=512,256,128              bs=1024 lr=0.0005 do=0.05 wd=0.0001 test_rmse=1.3217  test_acc=67.47%  (4.01s)
[2522/10000] wide3  hidden=512,256,128              bs=2048 lr=0.0003 do=0.2  wd=0.0    test_rmse=2.5683  test_acc=35.52%  (4.14s)
[2523/10000] big4   hidden=1024,512,256,128         bs=8192 lr=0.0007 do=0.2  wd=1e-05  test_rmse=3.1089  test_acc=21.81%  (6.22s)
[2524/10000] base2  hidden=256,128                  bs=8192 lr=0.0007 do=0.02 wd=0.0    test_rmse=7.7943  test_acc=0.04%  (3.54s)
[2525/10000] base2  hidden=256,128                  bs=1024 lr=0.004  do=0.2  wd=0.0005 test_rmse=0.5614  test_acc=73.95%  (3.01s)
[2526/10000] base2  hidden=256,128                  bs=2048 lr=0.0005 do=0.02 wd=0.005  test_rmse=1.9292  test_acc=15.02%  (3.17s)
[2527/10000] deep4  hidden=512,256,128,64           bs=4096 lr=0.0005 do=0.2  wd=1e-06  test_rmse=3.1547  test_acc=6.93%  (4.38s)
[2528/10000] wide2  hidden=512,256                  bs=2048 lr=0.0007 do=0.15 wd=0.0005 test_rmse=2.0778  test_acc=50.76%  (3.59s)
[2529/10000] wide3  hidden=512,256,128              bs=4096 lr=0.0007 do=0.15 wd=0.001  test_rmse=2.0083  test_acc=0.00%  (4.26s)
[2530/10000] small2 hidden=128,64                   bs=1024 lr=0.0015 do=0.0  wd=0.0001 test_rmse=0.8009  test_acc=67.44%  (2.39s)
[2531/10000] tiny2  hidden=64,32                    bs=8192 lr=0.001  do=0.3  wd=1e-06  test_rmse=11.9503  test_acc=0.00%  (2.87s)
[2532/10000] base2  hidden=256,128                  bs=2048 lr=0.0005 do=0.15 wd=0.0005 test_rmse=1.9187  test_acc=16.51%  (2.8s)
[2533/10000] base2  hidden=256,128                  bs=1024 lr=0.002  do=0.3  wd=1e-06  test_rmse=1.1883  test_acc=66.07%  (2.65s)
[2534/10000] base2  hidden=256,128                  bs=4096 lr=0.0003 do=0.15 wd=1e-06  test_rmse=7.3827  test_acc=0.07%  (3.22s)
[2535/10000] wide3  hidden=512,256,128              bs=2048 lr=0.0007 do=0.0  wd=1e-06  test_rmse=1.9706  test_acc=51.94%  (3.06s)
[2536/10000] wide2  hidden=512,256                  bs=1024 lr=0.001  do=0.1  wd=0.0001 test_rmse=0.8781  test_acc=73.49%  (3.28s)
[2537/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.0015 do=0.3  wd=0.0    test_rmse=1.5795  test_acc=47.46%  (5.92s)
[2538/10000] small3 hidden=128,64,32                bs=8192 lr=0.0007 do=0.2  wd=0.0005 test_rmse=10.9666  test_acc=0.00%  (3.13s)
[2539/10000] base2  hidden=256,128                  bs=1024 lr=0.0005 do=0.1  wd=0.0001 test_rmse=1.1180  test_acc=61.00%  (2.7s)
[2540/10000] small2 hidden=128,64                   bs=8192 lr=0.001  do=0.15 wd=0.0005 test_rmse=10.5031  test_acc=0.00%  (2.94s)
[2541/10000] big3   hidden=1024,512,256             bs=2048 lr=0.004  do=0.0  wd=0.001  test_rmse=0.6534  test_acc=67.67%  (4.43s)
[2542/10000] wide3  hidden=512,256,128              bs=2048 lr=0.002  do=0.02 wd=0.001  test_rmse=0.8566  test_acc=69.43%  (3.71s)
[2543/10000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0015 do=0.02 wd=1e-05  test_rmse=2.4121  test_acc=1.73%  (4.05s)
[2544/10000] big3   hidden=1024,512,256             bs=2048 lr=0.0005 do=0.15 wd=1e-06  test_rmse=2.0123  test_acc=46.50%  (5.19s)
[2545/10000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0003 do=0.02 wd=0.0005 test_rmse=11.1908  test_acc=0.00%  (4.04s)
[2546/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.0025 do=0.02 wd=0.005  test_rmse=1.2385  test_acc=57.53%  (5.77s)
[2547/10000] base2  hidden=256,128                  bs=4096 lr=0.0005 do=0.1  wd=0.0005 test_rmse=3.5359  test_acc=1.48%  (3.34s)
[2548/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.0007 do=0.3  wd=0.0    test_rmse=1.3009  test_acc=57.71%  (5.73s)
[2549/10000] wide3  hidden=512,256,128              bs=4096 lr=0.004  do=0.15 wd=0.005  test_rmse=1.4071  test_acc=0.00%  (3.93s)
[2550/10000] small3 hidden=128,64,32                bs=2048 lr=0.002  do=0.3  wd=1e-06  test_rmse=1.3215  test_acc=50.95%  (2.82s)
[2551/10000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0025 do=0.0  wd=0.0005 test_rmse=1.0251  test_acc=56.75%  (4.86s)
[2552/10000] base3  hidden=256,128,64               bs=8192 lr=0.0007 do=0.0  wd=1e-05  test_rmse=5.3002  test_acc=0.91%  (3.17s)
[2553/10000] wide2  hidden=512,256                  bs=8192 lr=0.0007 do=0.15 wd=1e-06  test_rmse=3.4964  test_acc=0.86%  (3.77s)
[2554/10000] small2 hidden=128,64                   bs=1024 lr=0.0003 do=0.0  wd=0.0005 test_rmse=2.7113  test_acc=4.53%  (2.33s)
[2555/10000] tiny2  hidden=64,32                    bs=8192 lr=0.001  do=0.15 wd=0.001  test_rmse=11.9495  test_acc=0.00%  (2.86s)
[2556/10000] wide3  hidden=512,256,128              bs=2048 lr=0.003  do=0.15 wd=0.0001 test_rmse=1.0209  test_acc=64.91%  (3.56s)
[2557/10000] small3 hidden=128,64,32                bs=1024 lr=0.0005 do=0.05 wd=0.0001 test_rmse=1.7805  test_acc=31.95%  (2.51s)
[2558/10000] tiny2  hidden=64,32                    bs=4096 lr=0.0005 do=0.15 wd=0.0005 test_rmse=11.0521  test_acc=0.00%  (2.8s)
